id,date,value,f500,seg,f125,lMin,f1000,f8000,f4000,soundExpLVL,ram,lPeak,hora,f63,memo,timeStamp,f31,f2000,lMax,min,global,cpu,temp,f250
"WBV07eiIkBua1JbAXdkb","2021-08-26T08:07:02.000Z",71.07,58.97,48,48.18,46.51,62.04,61.03,67.43,73.15,75.8,107.44,5,41.54,24.16,1629965222,37.49,65.11,87.62,6,71.07,6.6,43.47,54.66
"Ls81AIr4PrUYd5rFMKLw","2021-08-26T08:05:02.000Z",70.44,63.79,48,61.91,44.54,62.23,46.93,58.37,72.52,75.8,95.4,5,43.89,24.16,1629965102,37.84,62.26,80.18,4,70.44,6.7,44.01,64.79
"Xgt6xe3mJYVt5SubNFxo","2021-08-26T08:03:02.000Z",69.68,63.04,48,61.81,46.04,60.69,45.59,56.69,71.76,76,95.4,5,42.6,24.02,1629964982,34.15,60.69,80.18,2,69.68,6.6,43.47,64.61
"12Uj6uG7rXxD422Rwfii","2021-08-26T08:01:02.000Z",66.15,58.48,48,48.63,46.36,61.04,45.28,56.25,68.23,76,90.71,5,42.06,24.04,1629964862,34.49,60.37,71.79,"",66.15,6.6,43.47,57.04
"xMOX3qVsBE5cZCnzQA0Q","2021-08-26T07:59:02.000Z",66.3,58.55,48,49.02,45.65,61.01,45.7,56.78,68.38,76,90.71,4,42.62,24.05,1629964742,35.03,60.66,71.79,58,66.3,6.6,43.47,57.05
"JOGXufZMs1K7Yot86jaK","2021-08-26T07:57:02.000Z",65.06,57.37,48,46.18,43.15,60.25,43.14,54.86,67.14,75.9,88.68,4,38.5,24.06,1629964622,35.64,59.93,69.86,56,65.06,6.4,42.93,53.72
"5w2BbWFSzJxDWHBZ8WGQ","2021-08-26T07:55:02.000Z",63.12,56.14,48,44.54,46.03,58.16,42.09,53.32,65.2,75.9,88.68,4,36.03,24.12,1629964502,34.89,57.23,69.31,54,63.12,6.4,43.47,52.83
"TjmnGtnpT50sZ6XBHpgl","2021-08-26T07:53:02.000Z",65.98,57.74,48,47.47,41.69,61.17,42.7,55.7,68.05,76.1,87.65,4,42.83,23.93,1629964382,34.73,61,73.94,52,65.98,6.8,44.01,55.16
"xM2YsYJwUg7ym7pGaOoA","2021-08-26T07:51:02.000Z",66.48,57.97,48,47.75,53.16,61.58,43.68,56.58,68.56,76,87.65,4,42.81,24.03,1629964262,34.87,61.76,73.94,50,66.48,6.4,43.47,55.14
"Zt3Gjsyo4b6iIGneDfHj","2021-08-26T07:49:02.000Z",65.36,57.2,48,46.82,43.76,60.15,43.45,55.51,67.43,76,86.47,4,36.58,24,1629964142,30.67,60.56,72.48,48,65.36,6.3,42.93,54.85
"uuojcLUbnGcjTVTJiXd8","2021-08-26T07:47:02.000Z",66.11,57.65,48,46.7,44.83,61.33,42.45,54.92,68.19,75.8,91.48,4,38.97,24.16,1629964022,30.44,61.54,73.83,46,66.11,6.5,44.01,55.24
"n2bZ2el3cu7oAKeLMIb9","2021-08-26T07:45:02.000Z",63.74,55.22,48,42.33,40.95,59.3,37.74,51.62,65.82,75.9,91.48,4,36.95,24.11,1629963902,31.06,59.41,73.83,44,63.74,6.4,43.47,51.25
"1LJ8gQUEQNUJe35muOLX","2021-08-26T07:43:02.000Z",62.66,54.73,48,43.49,42.44,57.9,38.01,51.51,64.74,75.9,88.54,4,38.31,24.08,1629963782,31.61,58.02,72.78,42,62.66,6.3,43.47,50.77
"oailn5jctdha73d3ltUW","2021-08-26T07:41:02.000Z",64.67,56.32,48,45.47,40.94,59.91,41.34,54.37,66.75,76,88.54,4,40.34,24.05,1629963662,35.67,59.95,73.3,40,64.67,6.5,44.01,52.96
"hCCcVnwrhL0xYJ7gof70","2021-08-26T07:39:02.000Z",63.9,55.93,48,44.45,42.3,59.37,40.81,53.42,65.98,75.8,86.62,4,37.45,24.15,1629963542,35.43,58.75,73.3,38,63.9,6.3,43.47,52.56
"Q6Mw4nhFX0L9ra2u67Zz","2021-08-26T07:37:02.000Z",63,56.02,48,45.56,41.16,57.93,39.7,52.23,65.08,75.8,83.72,4,39.8,24.17,1629963422,37.91,57.68,70.81,36,63,6.6,44.01,52
"Sd5me2zWWWKoAOgpgU72","2021-08-26T07:35:02.000Z",65.82,57.81,48,47.43,41.09,60.21,51.8,58.45,67.9,75.9,88.37,4,41.93,24.09,1629963302,38.41,60.02,73.4,34,65.82,7,43.47,53.71
"Tb0uAClREBBtQLeUwQyz","2021-08-26T07:33:02.000Z",66.93,57.45,48,50.89,44.52,59.62,56.86,62.27,69.01,75.6,90.21,4,47.01,24.38,1629963182,33.99,59.28,77.19,32,66.93,6.6,44.01,54.17
"RE66zGYUy2ODVZXTJcv2","2021-08-26T07:31:02.000Z",64.41,54.79,48,50.03,41.11,55.14,55.35,60.57,66.49,75.9,90.21,4,46.43,24.06,1629963062,32.27,55.32,77.19,30,64.41,6.6,44.01,52.2
"dV2hHNdg9wVq1K8WrtBu","2021-08-26T07:29:02.000Z",60.24,52.25,48,43.29,39.84,56.48,33.14,46.67,62.31,75.9,80.01,4,37.87,24.11,1629962942,21.73,54.72,66.72,28,60.24,6.4,43.47,48.52
"fIfRyd6yCthve6CdlpZM","2021-08-26T07:27:02.000Z",68.98,63.68,48,56.23,42.05,61.44,45.49,57.57,71.06,75.9,93.42,4,40.19,24.11,1629962822,35.03,60.5,77.91,26,68.98,6.5,43.47,63.05
"9FqkVCzgscp692nLdeds","2021-08-26T07:25:02.000Z",68.95,63.64,48,56.37,40.42,60.71,46.27,58.21,71.03,75.9,93.42,4,42.57,24.13,1629962702,35.55,60.62,77.91,24,68.95,6.4,43.47,63.11
"pBAWowJwCPbuJ149ZejN","2021-08-26T07:23:02.000Z",64.17,54.86,48,50.63,42.51,58.4,41.18,53.68,66.25,75.9,84.17,4,44.32,24.1,1629962582,28.65,59.24,70.68,22,64.17,6.5,44.01,55.83
"qtdnTnsXeKNXxMaxxUmI","2021-08-26T07:21:02.000Z",64.11,55.31,48,50,50.74,58.34,44.11,53.87,66.18,75.9,88.05,4,42.2,24.09,1629962462,28.88,59.04,70.68,20,64.11,6.7,43.47,55.59
"uskWiFCaIwdEYTvHb8Uh","2021-08-26T07:19:02.000Z",60.98,53.9,48,45.05,41.21,54.61,44.03,52.77,63.06,75.9,88.05,4,35.62,24.08,1629962342,28.04,55.46,69.76,18,60.98,6.7,44.01,50.67
"AADf1yv7fImKhI841IKZ","2021-08-26T07:17:02.000Z",59.47,52.01,48,44.26,40.41,54.19,38.82,50.24,61.55,75.9,84.34,4,31.7,24.09,1629962222,26.89,53.74,67.23,16,59.47,6.5,44.01,49.29
"Jq2eoSh9dYP9ag2dlSfL","2021-08-26T07:15:02.000Z",65.23,58.27,48,48.27,40.07,58.83,44.57,56.87,67.31,75.9,88.5,4,39.91,24.13,1629962102,33.88,59.86,73.78,14,65.23,6.6,44.01,55.23
"OLBQ4yAMkxQPXzmzgjCN","2021-08-26T07:13:02.000Z",64.78,57.95,48,47.73,39.56,58.24,44.06,56.38,66.86,75.8,88.5,4,39.56,24.22,1629961982,33.16,59.41,73.78,12,64.78,6.6,44.01,54.96
"b66RLdCbri4iYmOXtCrX","2021-08-26T07:11:02.000Z",63.23,56.06,48,46.04,39.22,56.37,42.42,54.55,65.31,75.8,88.05,4,34.76,24.21,1629961862,30.04,57.75,74.11,10,63.23,6.3,44.01,55.1
"R17S704Nc5Z2hKHkODjt","2021-08-26T07:09:02.000Z",64.07,57.1,48,46.85,41.68,57.49,43.28,55.19,66.15,75.8,88.05,4,37.34,24.18,1629961742,32.76,58.47,74.11,8,64.07,6.4,43.47,55.66
"6TVoRoltGtk5BpcXMqjC","2021-08-26T07:07:02.000Z",65.04,56.32,48,49.15,39.88,58.96,43.91,58.62,67.12,75.8,90.69,4,41.32,24.16,1629961622,35.92,59.22,75.17,6,65.04,6.6,44.01,54.59
"n6GfaHxUYRZ24iZ3Y8e0","2021-08-26T07:05:02.000Z",64.88,55.88,48,49.19,40.04,58.68,43.56,58.61,66.96,75.7,90.69,4,41.02,24.26,1629961502,35.64,59.2,75.17,4,64.88,6.9,44.01,54.33
"eW8bD4hzj1jugNwHdwSU","2021-08-26T07:03:02.000Z",58.2,50.93,48,42.2,38.93,53.26,34.89,47.81,60.28,75.9,82.41,4,32.95,24.12,1629961382,28.35,52.66,68.46,2,58.2,6.5,44.01,47.65
"45v4mQwbjgZIjCqFdJbz","2021-08-26T07:01:02.000Z",61.1,53.07,48,41.87,40.52,54.37,52,55.98,63.18,75.9,90.9,4,31.49,24.14,1629961262,24.88,52.24,74.45,"",61.1,6.3,44.01,48.74
"cEkGvzagIiTday541G6J","2021-08-26T06:59:02.000Z",62.82,55.43,48,44.88,40.15,56.19,52.09,56.63,64.9,75.8,90.9,3,37.93,24.19,1629961142,30.3,55.28,74.45,58,62.82,6.6,44.01,51.76
"YROzYqQkynlEEfKSZE7Z","2021-08-26T06:57:02.000Z",61.69,54.82,48,44.96,41.43,56.44,39.37,51.33,63.77,75.8,85.15,3,37.8,24.19,1629961022,31.06,55.97,70.82,56,61.69,6.2,44.01,51.84
"JxmEy03eDv32M9rG5yYb","2021-08-26T06:55:01.000Z",60.43,52.75,48,43.05,41.87,55.25,37.1,49.16,62.51,75.9,83.65,3,37.27,24.14,1629960901,28.6,55.48,68.68,54,60.43,6.1,42.93,50.58
"GiQOxqNuVkVFsoGoP0FX","2021-08-26T06:53:02.000Z",62.59,54.35,48,44.92,42.27,57.02,40.61,52.04,64.67,75.8,84.24,3,40.23,24.16,1629960782,31.46,58.26,70.69,52,62.59,6.3,44.01,51.9
"JF0IDz986r4V1NdyGNqo","2021-08-26T06:51:02.000Z",63.36,55.42,48,47.63,51.68,57.55,42.81,54.31,65.44,75.8,84.67,3,38.7,24.18,1629960662,30.88,58.63,70.69,50,63.36,6.1,43.47,52.17
"bhhqOBVRGLSOsEqqkivx","2021-08-26T06:49:02.000Z",59.24,51.83,48,46.03,39.41,52.85,39.37,51.26,61.32,75.7,84.67,3,32.34,24.34,1629960542,19.8,53.74,70.13,48,59.24,6.5,44.01,48.68
"3Z6lcEcFowLftlnB8Pvh","2021-08-26T06:47:02.000Z",55.55,48.43,48,42.58,39.25,49.75,33.65,44.93,57.63,75.8,80.06,3,31.86,24.2,1629960422,21.88,48.84,64.67,46,55.55,6.7,44.01,48.13
"S1pJM5sNCd9qDFdkzKtA","2021-08-26T06:45:02.000Z",66.18,56.66,48,46.81,40.76,58.26,53.69,61.4,68.26,75.7,100.53,3,41.8,24.3,1629960302,31.96,60.22,81.28,44,66.18,6.4,44.55,54.56
"TQt9tTJRVGF4ZVIMPrDI","2021-08-26T06:43:02.000Z",66.28,56.42,48,45.89,42.69,58.6,53.66,61.34,68.36,75.6,100.53,3,41.72,24.38,1629960182,31.75,60.72,81.28,42,66.28,6.2,43.47,54
"U7nvzu8ruiPdtj7oxdQo","2021-08-26T06:41:02.000Z",56.44,45.87,48,42.56,39.47,51.38,28.19,40.87,58.52,75.7,78.78,3,33.2,24.35,1629960062,17.55,53.04,63.34,40,56.44,6.4,44.01,44.8
"eEskhTR5R3zuksdW7T5n","2021-08-26T06:39:02.000Z",65.24,57.26,48,48.88,39.13,60.99,40.9,53.95,67.32,75.7,86.45,3,39.89,24.26,1629959942,26.57,60.1,72.52,38,65.24,6.6,44.55,52.63
"5GqTpYVckhQ3t56xp0W7","2021-08-26T06:37:02.000Z",66,58.17,48,48.82,43.81,61.47,42.56,55.28,68.08,75.7,86.45,3,40.53,24.32,1629959822,39.04,60.94,72.52,36,66,6.4,44.01,53.68
"1i9PmK88Yxa114AVEyK4","2021-08-26T06:35:02.000Z",60.6,52.96,48,42.67,42.65,55.02,38.9,50.94,62.68,75.7,81.69,3,35.48,24.29,1629959702,38.9,55.81,68.1,34,60.6,6.2,44.01,49.57
"OqoV0oQ9hCWJpfg01iCS","2021-08-26T06:33:02.000Z",61.52,53.61,48,44.23,41.36,56.11,37.83,50.68,63.6,75.7,81.69,3,44.74,24.29,1629959582,29.15,56.75,66.99,32,61.52,6.8,44.01,51.12
"O3KYBlLIFckk9A98lvb6","2021-08-26T06:31:02.000Z",60.8,52.26,48,44.14,44.04,55.17,36.5,49.39,62.88,75.7,80.9,3,47.18,24.25,1629959462,29.54,56.35,66.96,30,60.8,6.4,45.08,50.13
"DdKUrPEbDwrCRbvGvNBH","2021-08-26T06:29:02.000Z",56.88,45.49,48,41.3,40.79,52.02,33.13,44.62,58.96,75.6,77.19,3,44.9,24.36,1629959342,29.59,52.84,63.98,28,56.88,6.6,44.01,43.89
"1dxNd7P4YjAENjm82Jiw","2021-08-26T06:27:02.000Z",57.53,49.92,48,41.96,40.92,52.36,34.44,46.6,59.61,75.8,77.19,3,41.3,24.2,1629959222,30.28,52.29,63.98,26,57.53,6.5,45.08,46.81
"pFNZJPCNzWDq1DSs44BK","2021-08-26T06:25:02.000Z",58.35,51.02,48,41.28,41.38,53.75,35.09,47.31,60.43,75.8,76.58,3,40.48,24.19,1629959102,28.92,52.66,63.26,24,58.35,6.6,44.55,47.26
"F3uRTdQcls6SFI8qUPjj","2021-08-26T06:23:02.000Z",58.61,50.57,48,41.84,41.64,53.83,35.61,48.24,60.69,75.8,80.47,3,41.13,24.19,1629958982,29.62,53.46,66.14,22,58.61,6.2,44.55,46.96
"ka9kpKsUddpRgtMUW40A","2021-08-26T06:21:02.000Z",62.76,54.86,48,44.91,41.95,56.91,43.65,54.88,64.84,75.8,85.09,3,42.24,24.19,1629958862,34.25,57.71,71.59,20,62.76,6.3,44.01,50.82
"i2WRgxEb9tkPc45VRkfG","2021-08-26T06:19:02.000Z",64.23,56.83,48,46.51,41.57,58.73,44.42,55.56,66.31,75.7,85.09,3,43.21,24.32,1629958742,36.44,58.83,71.59,18,64.23,6.1,44.01,52.94
"weNaxBim8o7D59f4UnUj","2021-08-26T06:17:02.000Z",62.76,55.02,48,44.74,41.83,58,38.57,51.26,64.84,75.8,85.31,3,42.41,24.18,1629958622,34.28,57.86,69.87,16,62.76,6.5,44.01,51.47
"LsdysyfBcziMRzBmpAu4","2021-08-26T06:15:02.000Z",62.73,54.34,48,44.21,40.51,57.2,38.6,52.3,64.81,75.8,85.31,3,45.43,24.18,1629958502,30.76,57.99,69.84,14,62.73,6.4,44.55,53.23
"rUzr8mp0ZHfHtChRo6oy","2021-08-26T06:13:02.000Z",64.11,56.49,48,48,42.48,58.01,44.55,55.43,66.19,75.7,87.26,3,46.78,24.26,1629958382,31.45,58.71,73.65,12,64.11,6.4,44.01,54.2
"iurDPjRcTLa0GUr2V1za","2021-08-26T06:11:02.000Z",62.16,54.67,48,46.86,43.03,56.43,43.76,53.9,64.23,75.8,87.26,3,43.8,24.23,1629958262,29.76,56.63,73.65,10,62.16,6.6,44.55,50.33
"ztm2QhsJKIffKK9uXhJK","2021-08-26T06:09:01.000Z",56.6,48.44,48,40.29,40.67,52.05,33.64,45.65,58.68,75.8,85.29,3,40.36,24.2,1629958141,28.82,51.26,65.86,8,56.6,6.5,44.55,45.09
"dWO8gQtVdBD4xkxoiEf1","2021-08-26T06:07:02.000Z",59.98,52.26,48,43.93,40.13,54.6,38.1,50.04,62.06,75.8,85.29,3,42.35,24.22,1629958022,35.19,54.91,69.34,6,59.98,6.6,44.55,48.89
"6ldCtNVVSqWWcPwewMV5","2021-08-26T06:05:02.000Z",59.93,52.33,48,44.24,40.64,54.34,38.24,50.22,62.01,75.7,82.74,3,42.63,24.27,1629957902,35.13,54.76,69.34,4,59.93,6.2,43.47,49.18
"95XLiIpIdHOSsCjCANbf","2021-08-26T06:03:02.000Z",62.93,54.55,48,45.56,40.92,57.45,40.97,53.37,65.01,75.8,85.48,3,43.03,24.19,1629957782,33,58.36,71.63,2,62.93,6.6,44.55,51.75
"cxVPr1hu2r18A3ZpVW8J","2021-08-26T06:01:02.000Z",63.25,54.96,48,45.42,45.16,57.82,40.86,53.43,65.33,75.8,85.48,3,43.08,24.24,1629957662,32.91,58.76,71.63,"",63.25,6.3,44.55,51.94
"E3v26wz0MK0JuyeRdnIT","2021-08-26T05:59:02.000Z",58.67,51.11,48,41.09,41.27,53.58,37.58,48.52,60.75,75.8,83.48,2,41.47,24.24,1629957542,30.81,53.5,65.12,58,58.67,6.3,44.01,47.11
"73rva8ePUDt2DwJs2LSI","2021-08-26T05:57:02.000Z",62.09,53.87,48,42.45,41.91,58.25,39.15,50.62,64.17,75.8,83.48,2,41.72,24.21,1629957422,31.65,56.51,67.82,56,62.09,6.3,44.55,50.04
"gyWvafRUypf5aYlSxYGH","2021-08-26T05:55:02.000Z",62.05,53.92,48,42.13,43.57,58.31,37.1,49.69,64.13,75.8,82.39,2,41.69,24.2,1629957302,30.2,56.48,67.82,54,62.05,6.3,44.55,50.12
"B3jWyPyFVTmuI3oVFfpt","2021-08-26T05:53:02.000Z",59.82,51.84,48,41.23,42.31,54.83,38.71,51.58,61.9,75.7,81.29,2,41.92,24.33,1629957182,29.69,54.22,68.3,52,59.82,6.3,44.55,47.67
"DX4cIsPNf0qHXgTkNiAs","2021-08-26T05:51:02.000Z",61.65,53.87,48,43.45,42.39,56.01,43.41,53.95,63.73,75.7,84.79,2,42.64,24.32,1629957062,32.26,56.09,71.41,50,61.65,6.6,45.08,50.02
"C72X3toDR0BoEoXaxiZA","2021-08-26T05:49:02.000Z",64.46,56.09,48,47.83,42.05,59.74,43.2,53.56,66.54,75.8,86.85,2,42.23,24.18,1629956942,32.14,59.04,72.3,48,64.46,6.2,44.01,54.97
"sDL4TXXy1mlZUXqORdCO","2021-08-26T05:47:02.000Z",63.45,54.74,48,47.06,42.52,59.15,37.57,50.49,65.52,75.7,86.85,2,38.4,24.27,1629956822,27,58.11,72.3,46,63.45,6.3,44.01,54.27
"DKepiPG4ZSquNvgx3IeB","2021-08-26T05:45:02.000Z",59.47,50.98,48,40.1,40.49,55.05,38.5,48.68,61.55,75.7,83.32,2,31.2,24.27,1629956702,28.63,54.68,69.58,44,59.47,6.6,45.08,47.23
"LR7asjICWqPlg0iWPNRM","2021-08-26T05:43:02.000Z",64.96,55.55,48,45.51,41.75,60.44,43.76,54.92,67.04,75.6,88.85,2,38.35,24.39,1629956582,31.34,60.41,73.32,42,64.96,6.3,45.08,52.82
"RkK6CsguXvLk3yz5j74x","2021-08-26T05:41:02.000Z",64.8,55.4,48,45.59,45.24,60.3,42.75,54.52,66.88,75.7,88.85,2,38.74,24.25,1629956462,29.63,60.23,73.32,40,64.8,6.1,45.08,53.01
"7L77X8qKmYDHJCkcLWRp","2021-08-26T05:39:02.000Z",63.48,54.74,48,45.84,44.17,58.67,43.1,53.1,65.56,75.7,83.68,2,40.19,24.33,1629956342,39.3,58.62,69.82,38,63.48,6.5,45.08,52.73
"pHNNL9ZtYlp9aP0DM6FB","2021-08-26T05:37:02.000Z",63.26,54.4,48,45.51,42.72,58.27,43.04,53.11,65.34,75.7,88.45,2,39.58,24.28,1629956222,39.22,58.61,69.82,36,63.26,6.3,44.55,52.25
"CgJ51PBl1Nhu0szl6KdG","2021-08-26T05:35:02.000Z",60.36,50.94,48,41.22,41.32,55.97,32.61,47.93,62.44,75.7,88.45,2,38.81,24.32,1629956102,26.59,56.24,68.79,34,60.36,6.5,45.08,47.83
"AFN9ogxdsUU1zUSvUQwW","2021-08-26T05:33:02.000Z",62.81,54.23,48,45.57,42.53,58.66,40.27,50.84,64.89,75.8,83.28,2,43.2,24.24,1629955982,31.85,57.82,69.42,32,62.81,6.4,44.55,50.67
"TutVfM8hV6Q3tM7olgdx","2021-08-26T05:31:02.000Z",62.5,53.85,48,45.03,41.42,58.53,40.26,50.73,64.58,75.8,83.28,2,41.72,24.24,1629955862,30.92,57.3,69.42,30,62.5,6.6,44.55,50.32
"PobjWaQX8SFzMJEvlLgJ","2021-08-26T05:29:02.000Z",59.13,50.02,48,40.39,38.89,55.78,32.8,46.24,61.21,75.7,82.82,2,34.24,24.25,1629955742,24.1,53.64,66.92,28,59.13,6.2,44.01,47.04
"6ebHo3wifGJRpYewsaqF","2021-08-26T05:27:02.000Z",57.68,48.85,48,40.22,40.61,54,33.62,45.59,59.76,75.7,79.55,2,34.51,24.28,1629955622,24.66,52.22,64.64,26,57.68,6.6,45.08,45.9
"Qp7sakspRKCHxTYHCEVW","2021-08-26T05:25:02.000Z",61.29,51.85,48,42.5,40.86,57.24,35.49,49.28,63.37,75.6,83.25,2,36.92,24.39,1629955502,27.1,56.87,68.76,24,61.29,6.3,45.08,48.1
"SHSx3y1fE8fwoNLSc1eR","2021-08-26T05:23:02.000Z",60.88,51.72,48,42.53,39.87,56.75,34.81,48.85,62.96,75.7,83.25,2,36.72,24.33,1629955382,26.56,56.39,68.76,22,60.88,6.4,44.55,48.22
"HyM67Kmdx1GAlpKlwVSP","2021-08-26T05:21:02.000Z",52.92,45.46,48,38.96,39.63,47.56,29.53,40.75,55,75.6,80.04,2,33.94,24.35,1629955262,22.39,47.45,62,20,52.92,6.4,45.08,43.97
"zORsU9RbjnZy5R9WSMh5","2021-08-26T05:19:02.000Z",60.97,52.74,48,45.75,38.7,55.81,37.38,49.05,63.04,75.8,83.5,2,43.09,24.22,1629955142,29.11,55.35,69.07,18,60.97,6.6,45.08,52.85
"kLrYx2q0UIJsCxvbbLM9","2021-08-26T05:17:02.000Z",64.39,56.38,48,47.56,40.48,59.27,42.2,53.89,66.47,75.6,88.1,2,44.44,24.43,1629955022,32.33,59.11,71.67,16,64.39,6.7,45.08,54.81
"S290KFQzTazhAgUwXPGI","2021-08-26T05:15:02.000Z",64.82,56.84,48,46.98,46.02,59.85,42.31,54.52,66.9,75.6,88.1,2,43.48,24.39,1629954902,31.97,59.7,71.67,14,64.82,6.4,45.08,54.45
"1YlzpCbyfD4S2Yynmxmj","2021-08-26T05:13:02.000Z",64.11,55.58,48,47.5,40.99,59.2,39.11,52.41,66.18,75.7,83.33,2,42.96,24.32,1629954782,30.03,59.11,68.69,12,64.11,6.3,45.08,54.84
"8sQGwsNV782GBlmBUOQ8","2021-08-26T05:11:02.000Z",62.37,53.73,48,45.65,43.03,57.55,37.12,50.44,64.45,75.7,81.56,2,39.34,24.25,1629954662,28,57.61,67.59,10,62.37,6.6,46.16,52.63
"JL4S8lVu0oNyd0Mkreo2","2021-08-26T05:09:01.000Z",60.95,53.27,48,44.38,39.28,55.47,39.31,51.54,63.03,75.8,79.76,2,37.21,24.24,1629954541,25.96,55.68,66.04,8,60.95,6.5,45.08,51
"1HeaNMUSRxyvFhSyEybY","2021-08-26T05:07:02.000Z",57.97,50.65,48,43.62,40.88,51.18,37.9,49.62,60.04,75.7,79.76,2,36.97,24.29,1629954422,25.02,52.09,66.04,6,57.97,6.7,45.62,49.56
"eDUDo9F0bRBEUnJKMJXN","2021-08-26T05:05:02.000Z",59.7,52.3,48,42.3,38.52,54.77,38.31,49.56,61.78,75.6,83.3,2,38.09,24.36,1629954302,30.4,54.34,67.27,4,59.7,6.6,45.62,48.48
"BOWWMfALmVNuWFWHsCEP","2021-08-26T05:03:02.000Z",61.69,53.06,48,42.52,39.4,56.92,38.94,51.42,63.77,75.7,85.21,2,38.75,24.25,1629954182,30.83,57.22,70.81,2,61.69,6.4,45.62,49.14
"0C7ME6kR0RT5p625kOac","2021-08-26T05:01:02.000Z",62.49,54.24,48,45.28,39.4,57.81,39.61,51.95,64.57,75.6,85.21,2,43.16,24.38,1629954062,31.48,57.57,70.81,"",62.49,6.4,45.08,50.51
"6VfFHE0bCEBaYZBMoVts","2021-08-26T04:59:02.000Z",63.52,56.14,48,45.96,40.6,59.05,41.96,53.29,65.6,75.6,85.9,1,42.98,24.35,1629953942,31.77,57.67,70.94,58,63.52,6.5,45.62,52.11
"8q1LCFdlnrX1afBeYxiV","2021-08-26T04:57:02.000Z",63.55,55.94,48,42.78,38.97,59.66,40.11,52.14,65.63,75.7,85.9,1,35.22,24.27,1629953822,27.06,57.9,70.94,56,63.55,6.3,45.08,51.3
"vEpOb97F86BpMtVqypbP","2021-08-26T04:55:02.000Z",61.13,53.45,48,40.89,41.11,57.44,35.27,48.14,63.21,75.7,83.66,1,30,24.3,1629953702,22.06,55.63,67.98,54,61.13,6.1,45.08,48.8
"C3W4X83WbcScIC9ToXOh","2021-08-26T04:53:02.000Z",58.77,50.59,48,40.25,39.58,54.97,34.01,46.32,60.85,75.7,80.61,1,27.44,24.32,1629953582,20,53.36,65.36,52,58.77,6.3,45.08,47.11
"eT5rO7q0Ndh3WEfA85bX","2021-08-26T04:51:02.000Z",59.88,51.82,48,40.72,39.94,56.13,34.39,47.26,61.96,75.7,80.61,1,29.5,24.34,1629953462,26.55,54.4,65.36,50,59.88,6.6,46.16,48.16
"drrvMatztlo84DYNXgrM","2021-08-26T04:49:02.000Z",59.78,52.68,48,42.84,39.88,54.63,40.42,51.15,61.86,75.7,88.95,1,36.73,24.26,1629953342,29.4,53.56,68.18,48,59.78,6.5,45.08,49.05
"9rkSrcHWPHLHOQ7CSgxp","2021-08-26T04:47:02.000Z",79.21,73.04,48,57.88,39.84,74.27,54.59,69.26,81.29,75.7,107.01,1,40.49,24.31,1629953222,29.65,71.44,93.06,46,79.21,6.6,45.08,71.23
"IicQCJ7fcd4O2073H3RW","2021-08-26T04:45:02.000Z",82.47,77.29,48,59.41,39.04,75.99,58.4,71.78,84.55,75.5,112.17,1,43.39,24.47,1629953102,27.02,76.13,94.13,44,82.47,6.4,45.08,74.08
"cMDGhZfEY3HvNYOtiBRa","2021-08-26T04:43:02.000Z",79.73,75.27,48,54.42,41.18,71.21,56.17,68.3,81.81,75.7,112.17,1,41.77,24.33,1629952982,20.34,74.36,94.13,42,79.73,6.2,45.08,70.93
"8NYeCvEAOSfqSgnnK10b","2021-08-26T04:41:02.000Z",63.11,53.73,48,41.4,38.61,59.08,35.77,51.04,65.19,75.7,90.34,1,33.39,24.33,1629952862,25.05,58.73,71.39,40,63.11,6.4,45.62,50.31
"0ru9fCeBliHnDgMNboz5","2021-08-26T04:39:02.000Z",64.69,55.36,48,43.72,40.28,60.48,42.1,54.32,66.76,75.7,90.34,1,36.25,24.27,1629952742,29.26,60.05,71.39,38,64.69,6.3,45.08,51.89
"IYgRJb5K8JnIyIz8pTIN","2021-08-26T04:37:02.000Z",63.24,54.85,48,45.03,40.69,58.21,43.08,54.24,65.32,75.7,84.05,1,40.91,24.31,1629952622,37.67,58.23,69.89,36,63.24,6.2,44.55,51.49
"LpSFQUc3qEzJupYxRf1N","2021-08-26T04:35:02.000Z",62.08,54.1,48,44.72,39.95,56.6,40.51,52.28,64.16,75.7,84.05,1,40.57,24.33,1629952502,37.34,57.39,69.89,34,62.08,6.1,44.55,50.94
"Xvt8TjoJebojOIACJh24","2021-08-26T04:33:02.000Z",64.71,56.39,48,47.89,42.48,59.77,43.88,55.04,66.79,75.7,86.08,1,37.23,24.3,1629952382,28.43,59.73,70.35,32,64.71,6.2,45.08,53.57
"REBq7AXthR4J04WKZXvf","2021-08-26T04:31:02.000Z",64.29,55.9,48,47.51,45.78,59.67,43.27,54.38,66.37,75.7,86.08,1,36.5,24.3,1629952262,29.39,59.06,70.35,30,64.29,6.6,46.16,53.17
"d6JmjQJ8xhPvz8ItP2qW","2021-08-26T04:29:02.000Z",60.44,51.38,48,43.15,40.56,56.2,36.17,48.98,62.52,75.7,79.66,1,35.29,24.32,1629952142,27.25,55.65,66.72,28,60.44,6.3,45.08,48.95
"fdLf34IWpg82sOHQ1qRU","2021-08-26T04:27:02.000Z",64.02,55.31,48,45.65,43.56,59.64,40.61,53.53,66.1,75.5,86.01,1,37.4,24.48,1629952022,28.58,59.13,70.41,26,64.02,6.4,45.08,52.17
